1534230333.508228,28.0,24.0,nan,nan,nan,nan,nan,nan,27.937000000000001,24.875,nan,nan,nan,nan,nan,nan
1534230338.517031,28.0,24.0,nan,nan,nan,nan,nan,nan,27.937000000000001,24.875,nan,nan,nan,nan,nan,nan
1534230343.525799,28.0,24.0,nan,nan,nan,nan,nan,nan,27.937000000000001,24.875,nan,nan,nan,nan,nan,nan
1534230348.534101,28.0,24.0,nan,nan,nan,nan,nan,nan,27.937000000000001,24.875,nan,nan,nan,nan,nan,nan
1534230353.542383,28.0,24.0,nan,nan,nan,nan,nan,nan,27.978999999999999,24.875,nan,nan,nan,nan,nan,nan
1534230358.550542,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230363.558725,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230368.566837,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230373.574998,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230378.582192,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230383.59018,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230388.59745,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230393.60529,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.853999999999999,nan,nan,nan,nan,nan,nan
1534230398.613356,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230403.621507,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230408.635119,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230413.646718,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230418.658472,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230423.666298,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.853999999999999,nan,nan,nan,nan,nan,nan
1534230428.674464,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230433.682812,28.0,24.0,nan,nan,nan,nan,nan,nan,28.0,24.875,nan,nan,nan,nan,nan,nan
1534230442.857455,28.0,25.0,nan,nan,nan,nan,nan,nan,28.0,24.853999999999999,nan,nan,nan,nan,nan,nan
1534230447.866436,28.0,25.050000000000001,nan,nan,nan,nan,nan,nan,28.0,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230456.913511,28.0,25.100000000000001,nan,nan,nan,nan,nan,nan,27.978999999999999,24.875,nan,nan,nan,nan,nan,nan
1534230461.922295,28.0,25.149999999999999,nan,nan,nan,nan,nan,nan,28.0,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230466.930768,28.0,25.199999999999999,nan,nan,nan,nan,nan,nan,28.0,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230471.939263,28.0,25.25,nan,nan,nan,nan,nan,nan,27.978999999999999,24.853999999999999,nan,nan,nan,nan,nan,nan
1534230476.946711,28.0,25.300000000000001,nan,nan,nan,nan,nan,nan,27.978999999999999,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230481.953522,28.0,25.350000000000001,nan,nan,nan,nan,nan,nan,27.978999999999999,24.853999999999999,nan,nan,nan,nan,nan,nan
1534230486.961701,28.0,25.399999999999999,nan,nan,nan,nan,nan,nan,27.978999999999999,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230491.970137,28.0,25.449999999999999,nan,nan,nan,nan,nan,nan,27.978999999999999,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230496.978573,28.0,25.5,nan,nan,nan,nan,nan,nan,28.0,24.812000000000001,nan,nan,nan,nan,nan,nan
1534230501.985962,28.0,25.550000000000001,nan,nan,nan,nan,nan,nan,28.0,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230506.992768,28.0,25.600000000000001,nan,nan,nan,nan,nan,nan,28.0,24.812000000000001,nan,nan,nan,nan,nan,nan
1534230516.020924,28.0,25.649999999999999,nan,nan,nan,nan,nan,nan,28.020666666666667,24.812000000000001,nan,nan,nan,nan,nan,nan
1534230521.027925,28.0,25.699999999999999,nan,nan,nan,nan,nan,nan,28.020666666666667,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230526.036052,28.0,25.75,nan,nan,nan,nan,nan,nan,28.041333333333331,24.832999999999998,nan,nan,nan,nan,nan,nan
1534230531.043315,28.0,25.800000000000001,nan,nan,nan,nan,nan,nan,28.062000000000001,24.853999999999999,nan,nan,nan,nan,nan,nan
