20.0,22.333333333333332
20.5,22.333333333333332
21.0,22.333333333333332
21.5,22.333333333333332
22.0,22.333333333333332
22.5,22.333333333333332
23.0,22.333333333333332
23.5,22.333333333333332
24.0,22.333333333333332
24.5,22.333333333333332
25.0,22.333333333333332
25.5,22.333333333333332
26.0,22.333333333333332
26.5,22.333333333333332
27.0,22.333333333333332
20.0,24.187
20.0,24.0
20.5,23.9685
21.0,23.937
21.5,23.906
22.0,23.875
22.5,23.827749999999998
23.0,23.781
23.5,23.75
22.0,23.406
22.5,23.375
23.0,23.375
23.5,23.375
24.0,23.3435
24.5,23.312
25.0,23.312
20.0,21.656
20.5,21.656
21.0,21.625
21.5,21.625
22.0,21.625
22.5,21.625
23.0,21.625
23.5,21.625
24.0,21.625
24.5,21.6405
25.0,21.7655
25.5,21.875
26.0,21.937
26.5,22.062
24.0,22.125
23.755165123780746,22.125
23.08060461173628,22.10925
22.141474403335405,22.125
21.167706326905716,22.125
20.397712768906132,22.1405
20.02001500679911,22.171499999999998
20.127086625418407,22.20275
20.692712758272776,22.187
21.57840840113844,22.2185
22.567324370926453,22.25
23.417339548582518,22.25
23.92034057330073,22.25
23.953175251456045,22.25
23.507804508686608,22.2655
22.69327063567005,22.296499999999998
21.708999932382774,22.296499999999998
20.795976194630352,22.312
20.177739476230645,22.375
20.005655687607245,22.375
20.321856941847095,22.375
21.048926144008014,22.375
22.0088513959761,22.406
22.96660951750601,22.437
23.687707917464984,22.437
23.99559655835716,22.437
23.81489356290039,22.437
23.189841326619785,22.4685
22.27347443641567,22.437
21.29015146642259,22.5
20.480624174282358,22.546499999999998
20.043093074362233,22.562
20.08468103935323,22.57775
20.595205884994574,22.5935
21.449673323896807,22.562
22.438879926422917,22.625
23.32063341648816,22.625
23.879049787496513,22.625
23.97740923637334,22.625
23.59162993962789,22.625
22.816164123626784,22.625
21.84087286544292,22.656
20.90454147955146,22.671499999999998
20.23641654491735,22.73425
20.000078347210724,22.7655
20.25339071981297,22.781
20.934333959333205,22.75
21.876189412011158,22.75
22.848358014673995,22.75
23.61281898782451,22.75
23.982405623726947,22.75
23.866630224127846,22.75
23.29383864465728,22.812
22.404270240774363,22.827749999999998
21.415722382532326,22.796499999999998
20.57022606244067,22.796499999999998
20.074788267372867,22.90625
20.050709448558685,23.0
20.503884940622,22.937
21.323361578057888,22.906
22.308502899775167,22.98425
23.218111952212713,23.0
23.829484715609063,22.937
23.99293581511425,22.937
23.66844672101302,22.906
22.93546368049415,22.875
21.97344650555388,22.875
21.017930552139518,22.937
20.30285945043079,22.937
20.003307545102516,22.98425
20.192615589816988,23.046499999999998
20.824434372879224,23.062
21.74407262074519,23.077749999999998
22.726370816832123,23.10925
23.530828103890688,23.125
23.960485281620215,23.156
23.91014728809459,23.031
23.39213861972778,23.062
22.533285864719875,23.062
21.543866131033802,23.062
20.666123876695476,23.09325
20.114961017898235,23.187
20.025321444952347,23.1405
20.419152051604367,23.125
21.200029370023298,23.1405
22.17676739861161,23.265249999999998
23.11022660304125,23.2655
23.771863614539964,23.18725
23.99968661729538,23.17175
23.737916594627986,23.202749999999998
23.05064397763546,23.187
22.106137072428048,23.25
21.135644110230444,23.187
20.37677561531395,23.2185
20.015329061698143,23.2185
20.13979917159742,23.2185
20.719711321061602,23.187
21.613082790758575,23.281
22.601185087487274,23.281
23.442096307736165,23.2185
23.929932056984228,23.23425
23.945253129948984,23.25
23.484308393627565,23.23425
22.65995319548114,23.23425
21.674018438408588,23.202749999999998
20.76789533661803,23.187
20.163434427575762,23.25
20.00862882312653,23.312
20.3413803342737,23.312
21.080219785973792,23.2655
22.044253512523913,23.25
22.99745243581297,23.312
23.70644021544517,23.25
23.99763191615329,23.25
23.799733653938386,23.25
23.161197825333854,23.25
22.238360270897637,23.281
21.257163809040613,23.2655
20.45783955404831,23.2655
20.036089960950818,23.35925
20.095174039169688,23.375
20.620625945727667,23.3905
21.483796728123465,23.35925
22.47335207469313,23.35925
23.347014324647173,23.35925
23.890880489160665,23.375
23.9717931631651,23.312
23.569942102136036,23.312
22.783714460859102,23.312
21.805606186566486,23.312
20.875092297523658,23.375
20.219995046574706,23.375
20.0007050880673,23.3905
20.27091225184872,23.375
20.96446040042099,23.406
21.91154475867632,23.406
22.880286044992083,23.452749999999998
23.63350260644467,23.437
23.986780759444542,23.437
23.85362569113102,23.437
23.2666384061726,23.437
22.36953386382436,23.5
21.38195454366786,23.48425
20.54569430631031,23.5155
20.065498823452234,23.60925
20.058936696700233,23.562
20.527614563545367,23.562
21.356783736471904,23.562
22.343434683661556,23.577749999999998
23.246000842587527,23.5935
23.8435025394495,23.625
23.98965052025547,23.562
23.648662662215116,23.60925
22.90402468534402,23.562
21.938049936537567,23.60925
20.987242723850716,23.625
20.284393813510025,23.5935
20.001585131479594,23.60925
20.208058106418072,23.625
20.85326095306378,23.625
21.779225512321904,23.6405
22.759243365943064,23.687
23.55337196404326,23.702749999999998
23.967180929604467,23.687
23.899355395765085,23.687
23.366501418707188,23.812
22.499080235946675,23.7185
21.509466805394684,23.7655
20.639953008825323,23.75
20.103426148992583,23.812
20.031246713211917,23.812
20.44108674470826,23.812
21.232603110100516,23.812
22.21200499804235,23.796499999999998
23.139500668530623,23.75
23.788006833887444,23.687
23.99874656739025,23.85925
23.720123432472406,23.812
23.020354089883337,23.75
22.070766479997875,23.796499999999998
21.10385276774166,23.812
20.356347152169644,23.875
20.011265078143598,23.921499999999998
20.153094672543173,23.87475
20.74711110417932,23.812
21.647878433540207,23.812
22.634857403039405,23.87475
23.46640113884857,23.8435
23.938918733339975,23.75
23.936721399754894,23.75
23.46034712198964,23.75
22.626428937374907,23.75
21.639139101417832,23.7655
20.74020059889749,23.812
20.14970492680717,23.812
20.012226019931116,23.8435
20.361423509417083,23.937
21.111801671150694,23.8905
22.079641760786277,23.85925
23.027982769777868,23.827749999999998
23.724637744575368,23.812
23.999041250656703,23.812
23.78400973957632,23.812
23.132190424732826,23.812
22.203171407393242,23.82775
21.224408943673243,23.827749999999998
20.43553822022577,23.8435
20.02970230297907,23.875
20.106263978497577,23.875
20.646478278432568,23.827749999999998
21.518081901527598,23.8435
22.507675882609934,23.8435
23.37297310181397,23.85925
23.902118621583014,23.8435
23.965559164082443,23.812
23.547762271942123,23.812
22.751019195534024,23.812
21.770400427349067,23.827749999999998
20.845995642114097,23.85925
